Entry	Protein names	Gene names	Gene names  (primary )	Cross-reference (GeneID)	Cross-reference (Ensembl)	Length	Mass	Status
P38179	Dol-P-Man:Man(5)GlcNAc(2)-PP-Dol alpha-1,3-mannosyltransferase (EC 2.4.1.258) (Asparagine-linked glycosylation protein 3) (Dol-P-Man-dependent alpha(1-3)-mannosyltransferase) (Dolichyl-P-Man:Man(5)GlcNAc(2)-PP-dolichyl mannosyltransferase) (Dolichyl-phosphate-mannose--glycolipid alpha-mannosyltransferase) (HM-1 killer toxin resistance protein)	ALG3 RHK1 YBL082C YBL0720	ALG3	852196;		458	52,861	reviewed
P32459	Ureidoglycolate lyase (EC 4.3.2.3) (Degradation of allantoin protein 3) (Ureidoglycolatase) (Ureidoglycolate hydrolase)	DAL3 YIR032C	DAL3	854850;		195	21,727	reviewed
P32375	Allantoinase (EC 3.5.2.5)	DAL1 YIR027C	DAL1	854845;		460	50,126	reviewed
P54783	D-arabinono-1,4-lactone oxidase (ALO) (EC 1.1.3.37) (L-galactono-gamma-lactone oxidase)	ALO1 YML086C	ALO1	854888;		526	59,494	reviewed
P43553	Magnesium transporter ALR2 (Aluminum resistance protein 2)	ALR2 YFL050C	ALR2	850494;		858	96,684	reviewed
P36117	Arrestin-related trafficking adapter 6 (Arrestin-like protein 1)	ALY1 ART6 YKR021W	ALY1	853891;		915	102,540	reviewed
Q08951	AP-3 complex subunit delta (Adaptor-related protein complex 3 subunit delta) (Delta-adaptin 3) (Delta-adaptin)	APL5 YKS4 YPL195W	APL5	855906;		932	106,924	reviewed
Q04601	Anaphase-promoting complex subunit 4	APC4 YDR118W	APC4	851696;		652	75,256	reviewed
P32454	Aminopeptidase 2, mitochondrial (AP-II) (Aminopeptidase II) (EC 3.4.11.-) (YscII)	APE2 LAP1 YKL157W YKL158W YKL611 YKL612	APE2	853699;		952	107,755	reviewed
Q12156	Protein AIM7 (Altered inheritance rate of mitochondria protein 7)	AIM7 YDR063W D4245	AIM7	851635;		149	17,130	reviewed
P39010	Palmitoyltransferase AKR1 (EC 2.3.1.225) (Ankyrin repeat-containing protein AKR1)	AKR1 YDR264C D9954.9 YD9230B.03C	AKR1	851857;		764	85,840	reviewed
P52893	Probable alanine aminotransferase, mitochondrial (EC 2.6.1.2) (Glutamate pyruvate transaminase) (GPT) (Glutamic--alanine transaminase) (Glutamic--pyruvic transaminase)	ALT1 YLR089C L9449.15	ALT1	850778;		592	66,422	reviewed
P47019	Ribosome biogenesis protein ALB1	ALB1 YJL122W J0723	ALB1	853320;		175	19,287	reviewed
P53730	Dol-P-Man:Man(7)GlcNAc(2)-PP-Dol alpha-1,6-mannosyltransferase (EC 2.4.1.260) (Asparagine-linked glycosylation protein 12) (Dolichyl-P-Man:Man(7)GlcNAc(2)-PP-dolichyl-alpha-1,6-mannosyltransferase) (Extracellular mutant protein 39) (Mannosyltransferase ALG12)	ALG12 ECM39 YNR030W N3265	ALG12	855764;		551	62,672	reviewed
P38242	UDP-N-acetylglucosamine transferase subunit ALG14 (Asparagine-linked glycosylation protein 14)	ALG14 YBR070C YBR0711	ALG14	852362;		237	27,035	reviewed
Q12001	Dolichyl pyrophosphate Man9GlcNAc2 alpha-1,3-glucosyltransferase (EC 2.4.1.267) (Asparagine-linked glycosylation protein 6) (Dol-P-Glc:Man(9)GlcNAc(2)-PP-Dol alpha-1,3-glucosyltransferase) (Dolichyl-P-Glc:Man9GlcNAc2-PP-dolichyl glucosyltransferase)	ALG6 YOR002W UNA544	ALG6	854163;		544	62,783	reviewed
P25335	Allantoicase (EC 3.5.3.4) (Allantoate amidinohydrolase)	DAL2 ALC1 YIR029W	DAL2	854847;		343	38,714	reviewed
P47029	Arrestin-related trafficking adapter 3 (Arrestin-like protein 2)	ALY2 ART3 YJL084C J0934	ALY2	853361;		1046	117,216	reviewed
P27351	AP-2 complex subunit beta (Beta-2-adaptin) (Beta-adaptin) (Clathrin assembly protein complex 2 beta large chain) (Clathrin assembly protein large beta chain)	APL1 YAP80 YJR005W J1422	APL1	853461;		700	80,453	reviewed
Q12157	Anaphase-promoting complex subunit 11 (EC 6.3.2.-)	APC11 YDL008W D2900	APC11	851554;		165	18,865	reviewed
P38700	Adaptin medium chain homolog APM2 (Adaptin-mu1-II)	APM2 YHL019C	APM2	856367;		605	69,990	reviewed
P49435	Adenine phosphoribosyltransferase 1 (APRT 1) (EC 2.4.2.7)	APT1 YML022W	APT1	854986;		187	20,587	reviewed
P0CD91	Aquaporin-1	AQY1 AQY1-2 YPR192W P9677.5	AQY1	856322;		305	32,713	reviewed
P38971	Basic amino-acid permease	ALP1 YNL270C N0660	ALP1	855451;		573	64,014	reviewed
Q08269	Magnesium transporter ALR1 (Aluminum resistance protein 1)	ALR1 YOL130W	ALR1	853990;		859	95,869	reviewed
P53309	Clathrin coat assembly protein AP180B	YAP1802 YGR241C G8610	YAP1802	853157;		568	64,328	reviewed
P36000	AP-1 complex subunit beta-1 (Beta-1-adaptin) (Clathrin assembly protein complex 1 beta-1 large chain) (Clathrin assembly protein large beta-1 chain)	APL2 YKL135C	APL2	853723;		726	81,869	reviewed
Q00381	AP-2 complex subunit sigma (Adaptin small chain) (Clathrin assembly protein 2 sigma small chain) (Clathrin coat assembly protein AP17) (Clathrin coat-associated protein AP17) (Plasma membrane adaptor AP-2 17 kDa protein) (Sigma2-adaptin)	APS2 YAP17 YJR058C J1720	APS2	853521;		147	17,373	reviewed
P53886	Anaphase-promoting complex subunit 1	APC1 YNL172W N1677	APC1	855549;		1748	196,162	reviewed
P53933	Phosphatidate phosphatase APP1 (PAP) (EC 3.1.3.4) (Actin patch protein 1)	APP1 YNL094W N2219	APP1	855630;		587	66,134	reviewed
P36973	Adenine phosphoribosyltransferase 2 (APRT 2) (EC 2.4.2.7)	APT2 YDR441C D9461.27	APT2	852051;		181	19,986	reviewed
P0CD90	Aquaporin-like protein 2 (Truncated aquaporin-2)	AQY2 AQY2-2 YLL052C L0590	AQY2	850674;		149	17,024	reviewed
P40024	ABC transporter ATP-binding protein ARB1 (ATP-binding cassette protein involved in ribosome biogenesis 1)	ARB1 YER036C	ARB1	856758;		610	68,377	reviewed
P18544	Acetylornithine aminotransferase, mitochondrial (ACOAT) (EC 2.6.1.11)	ARG8 YOL140W	ARG8	854025;		423	46,681	reviewed
Q04728	Arginine biosynthesis bifunctional protein ArgJ, mitochondrial (Extracellular mutant protein 40) [Cleaved into: Arginine biosynthesis bifunctional protein ArgJ alpha chain; Arginine biosynthesis bifunctional protein ArgJ beta chain] [Includes: Glutamate N-acetyltransferase (GAT) (EC 2.3.1.35) (Ornithine acetyltransferase) (OATase) (Ornithine transacetylase); Amino-acid acetyltransferase (EC 2.3.1.1) (N-acetylglutamate synthase) (AGS)]	ARG7 ECM40 YMR062C YM9916.01C	ARG7	855084;		441	47,849	reviewed
P22580	Probable amidase (EC 3.5.1.4)	AMD2 AMDY AMDY1 YDR242W YD8419.09	AMD2	851829;		549	61,410	reviewed
P14904	Vacuolar aminopeptidase 1 (EC 3.4.11.22) (Aminopeptidase yscI) (Leucine aminopeptidase IV) (LAPIV) (Lysosomal aminopeptidase III) (Polypeptidase) (Vacuolar aminopeptidase I)	APE1 API LAP4 YSC1 YKL103C YKL455	APE1	853758;		514	57,093	reviewed
P46682	AP-3 complex subunit beta (Adaptor-related protein complex 3 subunit beta) (Beta-3-adaptin) (Clathrin assembly protein complex 3 beta large chain) (Clathrin assembly protein large beta chain)	APL6 YKS5 YGR261C G9331	APL6	853177;		809	91,607	reviewed
P38153	AP-3 complex subunit mu (AP-3 adaptor complex mu3A subunit) (Adaptor-related protein complex 3 subunit mu) (Mu-adaptin 3A) (Mu3-adaptin)	APM3 YKS6 YBR288C YBR2035	APM3	852591;		483	54,837	reviewed
P22108	Diadenosine 5',5'''-P1,P4-tetraphosphate phosphorylase 2 (Ap4A phosphorylase 2) (EC 2.7.7.53) (ADP-sulfurylase) (EC 2.7.7.5) (ATP adenylyltransferase)	APA2 YDR530C D9719.33	APA2	852143;		325	36,841	reviewed
Q12440	Anaphase-promoting complex subunit 2	APC2 RSI1 YLR127C L3105 L3108	APC2	850818;		853	99,978	reviewed
Q08683	Anaphase-promoting complex subunit 5	APC5 RMC1 YOR249C	APC5	854423;		685	79,275	reviewed
Q12107	Anaphase-promoting complex subunit 9	APC9 YLR102C	APC9	850792;		265	30,856	reviewed
P38281	Actin patches distal protein 1	APD1 YBR151W YBR1201	APD1	852448;		316	35,759	reviewed
Q04413	Putative uncharacterized protein API2	API2 YDR525W	API2			109	12,526	reviewed
P53940	J domain-containing protein APJ1	APJ1 YNL077W N2342	APJ1	855647;		528	58,889	reviewed
P40532	Nuclear membrane organization protein APQ12	APQ12 YIL040W	APQ12	854771;		138	16,508	reviewed
Q12354	Acyl-protein thioesterase 1 (EC 3.1.2.-)	YLR118C L2955		850809;		227	24,700	reviewed
P53943	Probable transporter AQR1	AQR1 YNL065W N2417 YNL2417W	AQR1	855660;		586	65,296	reviewed
P38115	D-arabinose dehydrogenase [NAD(P)+] heavy chain (EC 1.1.1.117) (AKR3C)	ARA1 YBR149W YBR1127	ARA1	852446;		344	38,884	reviewed
P53090	Aromatic/aminoadipate aminotransferase 1 (2-aminoadipate aminotransferase) (EC 2.6.1.39) (2-aminoadipate transaminase) (Alpha-aminoadipate aminotransferase) (AadAT) (Aromatic amino acid aminotransferase 1) (EC 2.6.1.57) (Aromatic amino acid aminotransferase I) (Aromatic amino acid-requiring protein 8)	ARO8 YGL202W	ARO8	852672;		500	56,178	reviewed
P32629	Mannan polymerase II complex ANP1 subunit (M-Pol II subunit ANP1) (Aminonitrophenyl propanediol resistance protein)	ANP1 GEM3 YEL036C SYGP-ORF28	ANP1	856675;		500	58,182	reviewed
Q12028	AP-1 complex subunit gamma-1 (Clathrin assembly protein complex 1 gamma large chain) (Clathrin assembly protein large gamma chain) (Gamma-adaptin)	APL4 YPR029C	APL4	856141;		832	93,624	reviewed
P16550	Protein APA1 [Includes: Diadenosine 5',5'''-P1,P4-tetraphosphate phosphorylase 1 (Ap4A phosphorylase 1) (EC 2.7.7.53) (ADP-sulfurylase) (EC 2.7.7.5) (ATP adenylyltransferase) (Diadenosine tetraphosphate alpha,beta-phosphorylase (ADP-forming))]	APA1 DTP YCL050C YCL50C	APA1	850307;		321	36,493	reviewed
P53068	Anaphase-promoting complex subunit DOC1 (Destruction of cyclin B protein 1)	DOC1 APC10 YGL240W HRC283	DOC1	852611;		250	28,777	reviewed
Q08702	Aprataxin-like protein (EC 3.-.-.-) (Hit family protein 3)	HNT3 YOR258W	HNT3	854432;		217	25,757	reviewed
P53629	Sterol O-acyltransferase 2 (EC 2.3.1.26) (Sterol-ester synthase 2)	ARE2 SAT1 YNR019W N3206	ARE2	855753;		642	74,023	reviewed
P40994	ADP-ribosylation factor 3	ARF3 YOR094W YOR3172W	ARF3	854261;		183	20,696	reviewed
P05085	Arginine metabolism regulation protein II (Arginine-requiring protein 81)	ARG81 ARGR2 YML099C	ARG81	854874;		880	100,282	reviewed
Q04371	Protein-glutamate O-methyltransferase (EC 2.1.1.-)	YMR027W YM9711.17		855042;		470	54,129	reviewed
P38724	Siderophore iron transporter ARN2 (Triacetylfusarinine C permease) (Triacetylfusarinine C transporter 1)	ARN2 TAF1 YHL047C	ARN2	856338;		620	69,566	reviewed
Q06408	Transaminated amino acid decarboxylase (EC 4.1.1.43) (Transaminated branched-chain amino acid decarboxylase)	ARO10 YDR380W D9481.3	ARO10	851987;		635	71,384	reviewed
Q06497	Peroxisomal adenine nucleotide transporter 1	ANT1 YPR128C	ANT1	856246;		328	36,367	reviewed
P35181	AP-1 complex subunit sigma-1 (Clathrin assembly protein complex 1 sigma-1 small chain) (Clathrin coat assembly protein AP19) (Clathrin coat-associated protein AP19) (Golgi adaptor AP-1 19 kDa adaptin) (HA1 19 kDa subunit) (Sigma1-adaptin)	APS1 YAP19 YLR170C L9470.16	APS1	850868;		156	18,152	reviewed
Q99186	AP-2 complex subunit mu (Adaptin medium chain APM4) (Clathrin assembly protein complex 2 mu medium chain) (Clathrin coat assembly protein AP50) (Clathrin coat-associated protein AP50) (Mu2-adaptin) (Plasma membrane adaptor AP-2 50 kDa protein)	APM4 AMP1 YOL062C O1210	APM4	854092;		491	55,387	reviewed
P38207	DNA-(apurinic or apyrimidinic site) lyase 2 (EC 4.2.99.18) (AP endonuclease 2) (Apurinic-apyrimidinic endonuclease 2)	APN2 ETH1 YBL019W YBL0443	APN2	852262;		520	59,445	reviewed
P47036	Putative uncharacterized protein APQ13	APQ13 YJL075C J1044	APQ13			138	15,652	reviewed
P46672	tRNA-aminoacylation cofactor ARC1 (Acyl-RNA-complex protein 1) (GU4 nucleic-binding protein 1) (G4p1 protein) (P42) (tRNA-interacting factor ARC1)	ARC1 G4P1 YGL105W G3085	ARC1	852773;		376	42,084	reviewed
P19146	ADP-ribosylation factor 2	ARF2 YDL137W D2165	ARF2	851418;		181	20,658	reviewed
P04076	Argininosuccinate lyase (ASAL) (EC 4.3.2.1) (Arginosuccinase)	ARG4 YHR018C	ARG4	856411;		463	51,989	reviewed
P38731	Siderophore iron transporter ARN1 (Ferrichrome permease)	ARN1 YHL040C	ARN1	856345;		627	70,899	reviewed
Q04052	Transcriptional activator ARO80	ARO80 YDR421W D9461.10	ARO80	852031;		950	108,205	reviewed
P18634	Arrestin-related trafficking adapter 10	ART10 YLR392C L8084.13	ART10	851108;		518	59,758	reviewed
Q8TGM7	Putative uncharacterized protein ART2 (Antisense to ribosomal RNA transcript protein 2)	ART2 YLR154W-A YLR154W-C	ART2			61	6,921	reviewed
Q06541	Protein ARV1	ARV1 YLR242C	ARV1	850943;		321	38,194	reviewed
P37302	Aminopeptidase Y (EC 3.4.11.15)	APE3 YBR286W YBR2024	APE3	852589;		537	60,137	reviewed
P22936	DNA-(apurinic or apyrimidinic site) lyase 1 (EC 4.2.99.18) (Apurinic-apyrimidinic endonuclease 1) (AP endonuclease 1)	APN1 YKL114C YKL513	APN1	853746;		367	41,439	reviewed
Q04212	D-arabinose 1-dehydrogenase (EC 1.1.1.116) (NAD(+)-specific D-arabinose dehydrogenase)	ARA2 YMR041C YM9532.06C	ARA2	855057;		335	38,220	reviewed
P00812	Arginase (EC 3.5.3.1)	CAR1 YPL111W LPH15W	CAR1	855993;		333	35,662	reviewed
P38696	Centractin (Actin-like protein) (Actin-related protein 1)	ARP1 ACT3 ACT5 YHR129C	ARP1	856530;		384	42,995	reviewed
P32381	Actin-related protein 2 (Actin-like protein ARP2) (Actin-like protein 2)	ARP2 ACT2 YDL029W D2778	ARP2	851532;		391	44,074	reviewed
Q12406	Actin-related protein 7 (Actin-like protein ARP7) (Chromatin structure-remodeling complex protein ARP7) (SWI/SNF complex component ARP7)	ARP7 SWP61 YPR034W YP9367.14	ARP7	856146;		477	53,810	reviewed
Q12386	Actin-like protein ARP8	ARP8 YOR141C YOR3348C	ARP8	854309;		881	100,209	reviewed
Q05123	Actin-like protein ARP9 (Chromatin structure-remodeling complex protein ARP9) (SWI/SNF complex component ARP9)	ARP9 SWP59 YMR033W YM9973.07	ARP9	855049;		467	53,074	reviewed
Q05933	Actin-related protein 2/3 complex subunit 3 (Arp2/3 complex 21 kDa subunit) (p21-ARC)	ARC18 YLR370C L8039.15	ARC18	851085;		178	20,579	reviewed
Q06822	ASTRA-associated protein 1	ASA1 YPR085C	ASA1	856200;		443	50,563	reviewed
P07347	N-terminal acetyltransferase A complex catalytic subunit ARD1 (NatA complex subunit ARD1) (EC 2.3.1.88) (Arrest-defective protein 1)	ARD1 YHR013C	ARD1	856404;		238	27,603	reviewed
P25628	Sterol O-acyltransferase 1 (EC 2.3.1.26) (Sterol-ester synthase 1)	ARE1 SAT2 YCR048W YCR48W	ARE1	850415;		610	71,613	reviewed
P11076	ADP-ribosylation factor 1	ARF1 YDL192W D1244	ARF1	851335;		181	20,529	reviewed
Q01217	Protein ARG5,6, mitochondrial [Cleaved into: N-acetyl-gamma-glutamyl-phosphate reductase (EC 1.2.1.38) (N-acetyl-glutamate semialdehyde dehydrogenase) (NAGSA dehydrogenase); Acetylglutamate kinase (EC 2.7.2.8) (N-acetyl-L-glutamate 5-phosphotransferase) (NAG kinase) (AGK)]	ARG5,6 YER069W	ARG5,6	856800;		863	94,869	reviewed
P53111	NADPH-dependent aldehyde reductase ARI1 (EC 1.1.1.-)	ARI1 YGL157W G1857	ARI1	852720;		347	38,083	reviewed
P53974	Actin-regulating kinase 1 (EC 2.7.11.1)	ARK1 YNL020C N2823	ARK1	855711;		638	71,373	reviewed
Q02804	ADP-ribosylation factor-like protein 3 (Arf-like GTPase 3)	ARL3 ARP1 YPL051W	ARL3	856056;		198	22,782	reviewed
P28777	Chorismate synthase (EC 4.2.3.5) (5-enolpyruvylshikimate-3-phosphate phospholyase)	ARO2 YGL148W	ARO2	852729;		376	40,838	reviewed
P53946	Actin-related protein 5 (Actin-like protein ARP5)	ARP5 YNL059C N2430 YNL2430C	ARP5	855665;		755	87,560	reviewed
P33204	Actin-related protein 2/3 complex subunit 4 (Arp2/3 complex 20 kDa) (p20-ARC)	ARC19 YKL013C YKL166	ARC19	853856;		171	19,916	reviewed
P49089	Asparagine synthetase [glutamine-hydrolyzing] 1 (EC 6.3.5.4) (Glutamine-dependent asparagine synthetase 1)	ASN1 YPR145W P9659.3	ASN1	856268;		572	64,470	reviewed
P49090	Asparagine synthetase [glutamine-hydrolyzing] 2 (EC 6.3.5.4) (Glutamine-dependent asparagine synthetase 2)	ASN2 YGR124W G6358	ASN2	853025;		572	64,593	reviewed
P35183	Protein AST1	AST1 YBL069W YBL06.04 YBL0617	AST1	852209;		429	48,349	reviewed
P07249	Arginine metabolism regulation protein I (Arginine-requiring protein 80)	ARG80 ARGR1 YMR042W YM9532.07	ARG80	855059;		177	19,488	reviewed
P38116	ADP-ribosylation factor-like protein 1 (Arf-like GTPase 1)	ARL1 ARF3 YBR164C YBR1216	ARL1	852462;		183	20,434	reviewed
Q03862	Probable metalloprotease ARX1 (EC 3.-.-.-) (Associated with ribosomal export complex protein 1)	ARX1 YDR101C YD8557.10c	ARX1	851678;		593	65,213	reviewed
Q12674	Probable phospholipid-transporting ATPase DNF3 (EC 3.6.3.1)	DNF3 YMR162C YM8520.11C	DNF3	855197;		1656	188,319	reviewed
P40353	Alcohol O-acetyltransferase 1 (AATase 1) (EC 2.3.1.84)	ATF1 YOR377W	ATF1	854559;		525	61,036	reviewed
P38316	Ubiquitin-like protein ATG12 (Autophagy-related protein 12)	ATG12 APG12 YBR217W YBR1506	ATG12	852518;		186	21,106	reviewed
Q06628	Autophagy-related protein 13	ATG13 APG13 YPR185W	ATG13	856315;		738	83,281	reviewed
Q12092	Autophagy-related protein 29	ATG29 YPL166W P2540	ATG29	855937;		213	24,708	reviewed
Q12421	Autophagy-related protein 31 (CIK1 suppressor protein 1) (Protein CIS1)	ATG31 CIS1 YDR022C PZD196 YD9335.08c	ATG31	851585;		196	22,191	reviewed
Q12048	Autophagy-related protein 41 (Interacting with cytoskeleton protein 2)	ATG41 ICY2 YPL250C	ATG41	855825;		136	14,986	reviewed
P14843	Phospho-2-dehydro-3-deoxyheptonate aldolase, phenylalanine-inhibited (EC 2.5.1.54) (3-deoxy-D-arabino-heptulosonate 7-phosphate synthase) (DAHP synthase) (Phospho-2-keto-3-deoxyheptonate aldolase)	ARO3 YDR035W YD9673.07	ARO3	851605;		370	41,070	reviewed
P32449	Phospho-2-dehydro-3-deoxyheptonate aldolase, tyrosine-inhibited (EC 2.5.1.54) (3-deoxy-D-arabino-heptulosonate 7-phosphate synthase) (DAHP synthase) (Phospho-2-keto-3-deoxyheptonate aldolase)	ARO4 YBR249C YBR1701	ARO4	852551;		370	39,749	reviewed
Q8TGM5	Putative uncharacterized protein ART3 (Antisense to ribosomal RNA transcript protein 3)	ART3 YLR154W-E	ART3			67	7,789	reviewed
P40467	Activator of stress genes 1	ASG1 YIL130W	ASG1	854676;		964	108,781	reviewed
P54074	Protein ASI1 (Amino acid sensor-independent protein 1)	ASI1 YMR119W YM8564.01 YM9718.18	ASI1	855147;		624	71,444	reviewed
P38986	L-asparaginase 1 (EC 3.5.1.1) (L-asparaginase I) (L-asparagine amidohydrolase I) (ASP I)	ASP1 YDR321W D9798.6	ASP1	851920;		381	41,395	reviewed
P38929	Calcium-transporting ATPase 2 (EC 3.6.3.8) (Vacuolar Ca(2+)-ATPase)	PMC1 YGL006W	PMC1	852878;		1173	130,861	reviewed
Q12675	Phospholipid-transporting ATPase DNF2 (EC 3.6.3.1) (Flippase DNF2)	DNF2 YDR093W YD8557.01	DNF2	851667;		1612	182,619	reviewed
P40527	Probable phospholipid-transporting ATPase NEO1 (EC 3.6.3.1)	NEO1 YIL048W	NEO1	854763;		1151	130,218	reviewed
Q07879	Ubiquitin-like-conjugating enzyme ATG10 (EC 6.3.2.-) (Autophagy-related protein 10)	ATG10 APG10 YLL042C	ATG10	850684;		167	19,760	reviewed
P46989	Autophagy-related protein 27 (Enhancer of VPS34 missorting protein 1)	ATG27 ETF1 YJL178C J0490	ATG27	853261;		271	30,201	reviewed
P40344	Autophagy-related protein 3 (Autophagy-related E2-like conjugation enzyme ATG3)	ATG3 APG3 AUT1 YNR007C N2040	ATG3	855741;		310	35,887	reviewed
Q01896	Sodium transport ATPase 2 (EC 3.6.3.7)	ENA2 PMR2B YDR039C	ENA2	851609;		1091	120,317	reviewed
P22135	Protein ATP12, mitochondrial	ATP12 YJL180C J0486	ATP12	853259;		325	36,554	reviewed
Q04549	Actin-like protein ARP10	ARP10 YDR106W YD8557.15 YD9727.02	ARP10	851683;		284	33,018	reviewed
P46993	Protein ASG7 (A-specific gene 7 protein)	ASG7 YJL170C J0514	ASG7	853269;		209	24,946	reviewed
P53895	Protein ASI2 (Amino acid sensor-independent protein 2)	ASI2 YNL159C N1735	ASI2	855563;		289	32,986	reviewed
P0CX77	L-asparaginase 2-2 (EC 3.5.1.1) (L-asparaginase II) (L-asparagine amidohydrolase II) (ASP II)	ASP3-2 YLR157C L9632.7	ASP3-2	850850;850852;850855;850857;		362	38,687	reviewed
P0CX79	L-asparaginase 2-4 (EC 3.5.1.1) (L-asparaginase II) (L-asparagine amidohydrolase II) (ASP II)	ASP3-4 YLR160C L9632.9	ASP3-4	850850;850852;850855;850857;		362	38,687	reviewed
P22768	Argininosuccinate synthase (EC 6.3.4.5) (Citrulline--aspartate ligase)	ARG1 YOL058W O1228	ARG1	854096;		420	46,928	reviewed
P39945	Protein AST2	AST2 YER101C	AST2	856838;		430	48,371	reviewed
P39524	Probable phospholipid-transporting ATPase DRS2 (EC 3.6.3.1)	DRS2 YAL026C FUN38	DRS2	851207;		1355	153,765	reviewed
P53296	Alcohol O-acetyltransferase 2 (AATase 2) (EC 2.3.1.84)	ATF2 YGR177C G7135	ATF2	853088;		535	61,898	reviewed
Q03818	Autophagy protein 16 (Cytoplasm to vacuole targeting protein 11) (SAP18 homolog)	ATG16 APG15 APG16 CVT11 SAP18 YMR159C YM8520.08C	ATG16	855194;		150	17,222	reviewed
P53104	Serine/threonine-protein kinase ATG1 (EC 2.7.11.1) (Autophagy protein 3) (Autophagy-related protein 1) (Cytoplasm to vacuole targeting protein 10)	ATG1 APG1 AUT3 CVT10 YGL180W G1615	ATG1	852695;		897	101,717	reviewed
P53867	Cysteine protease ATG4 (EC 3.4.22.-) (Autophagy-related protein 4)	ATG4 APG4 AUT2 YNL223W N1274	ATG4	855498;		494	55,143	reviewed
P38182	Autophagy-related protein 8 (Autophagy-related ubiquitin-like modifier ATG8) (Cytoplasm to vacuole targeting protein 5)	ATG8 APG8 AUT7 CVT5 YBL078C YBL0732	ATG8	852200;		117	13,627	reviewed
P32453	Protein ATP11, mitochondrial	ATP11 YNL315C N0357	ATP11	855401;		318	36,851	reviewed
P81450	ATP synthase subunit J, mitochondrial (ATPase synthase I subunit)	ATP18 YML081C-A YML081BC	ATP18	854893;		59	6,688	reviewed
P08566	Pentafunctional AROM polypeptide [Includes: 3-dehydroquinate synthase (DHQS) (EC 4.2.3.4); 3-phosphoshikimate 1-carboxyvinyltransferase (EC 2.5.1.19) (5-enolpyruvylshikimate-3-phosphate synthase) (EPSP synthase) (EPSPS); Shikimate kinase (SK) (EC 2.7.1.71); 3-dehydroquinate dehydratase (3-dehydroquinase) (EC 4.2.1.10); Shikimate dehydrogenase (EC 1.1.1.25)]	ARO1 AROM YDR127W YD9302.02	ARO1	851705;		1588	174,755	reviewed
P38840	Aromatic amino acid aminotransferase 2 (EC 2.6.1.57) (Aromatic amino acid aminotransferase II) (Aromatic amino acid-requiring protein 9) (Kynurenine aminotransferase I) (KAT I) (EC 2.6.1.7)	ARO9 YHR137W	ARO9	856539;		513	58,528	reviewed
P47117	Actin-related protein 3 (Actin-like protein ARP3) (Actin-like protein 3)	ARP3 ACT4 YJR065C J1760	ARP3	853528;		449	49,542	reviewed
