Entry	Protein names	Gene names	Gene names  (primary )	Cross-reference (GeneID)	Cross-reference (Ensembl)	Length	Mass	Status
Q9NS82	Asc-type amino acid transporter 1 (Asc-1) (Solute carrier family 7 member 10)	SLC7A10 ASC1	SLC7A10	56301;	ENST00000253188;	523	56,798	reviewed
Q8N5Z0	Kynurenine/alpha-aminoadipate aminotransferase, mitochondrial (KAT/AadAT) (2-aminoadipate aminotransferase) (2-aminoadipate transaminase) (EC 2.6.1.39) (Alpha-aminoadipate aminotransferase) (AadAT) (Kynurenine aminotransferase II) (Kynurenine--oxoglutarate aminotransferase II) (Kynurenine--oxoglutarate transaminase 2) (EC 2.6.1.7) (Kynurenine--oxoglutarate transaminase II)	AADAT KAT2	AADAT	51166;	ENST00000337664;ENST00000353187;ENST00000509167;ENST00000515480;	425	47,352	reviewed
O43741	5'-AMP-activated protein kinase subunit beta-2 (AMPK subunit beta-2)	PRKAB2	PRKAB2	5565;	ENST00000254101;	272	30,302	reviewed
Q9UGJ0	5'-AMP-activated protein kinase subunit gamma-2 (AMPK gamma2) (AMPK subunit gamma-2) (H91620p)	PRKAG2	PRKAG2	51422;	ENST00000287878;ENST00000392801;ENST00000418337;	569	63,066	reviewed
Q9BTE6	Alanyl-tRNA editing protein Aarsd1 (Alanyl-tRNA synthetase domain-containing protein 1)	AARSD1	AARSD1	100885850;80755;	ENST00000360221;ENST00000409399;ENST00000421990;ENST00000427569;	412	45,480	reviewed
Q9UDR5	Alpha-aminoadipic semialdehyde synthase, mitochondrial (LKR/SDH) [Includes: Lysine ketoglutarate reductase (LKR) (LOR) (EC 1.5.1.8); Saccharopine dehydrogenase (SDH) (EC 1.5.1.9)]	AASS	AASS	10157;	ENST00000393376;ENST00000417368;	926	102,132	reviewed
Q9NY61	Protein AATF (Apoptosis-antagonizing transcription factor) (Rb-binding protein Che-1)	AATF CHE1 DED HSPC277	AATF	26574;	ENST00000619387;ENST00000620004;	560	63,133	reviewed
Q9NRW3	DNA dC->dU-editing enzyme APOBEC-3C (A3C) (EC 3.5.4.-) (APOBEC1-like) (Phorbolin I)	APOBEC3C APOBEC1L PBI	APOBEC3C	27350;	ENST00000361441;	190	22,826	reviewed
Q6NTF7	DNA dC->dU-editing enzyme APOBEC-3H (EC 3.5.4.-) (APOBEC-related protein 10) (ARP-10) (Apolipoprotein B mRNA-editing enzyme catalytic polypeptide-like 3H) (A3H)	APOBEC3H	APOBEC3H	164668;	ENST00000348946;ENST00000401756;ENST00000421988;ENST00000442487;	200	23,531	reviewed
Q9BZC7	ATP-binding cassette sub-family A member 2 (ATP-binding cassette transporter 2) (ATP-binding cassette 2)	ABCA2 ABC2 KIAA1062	ABCA2	20;	ENST00000341511;ENST00000371605;	2435	269,873	reviewed
P78363	Retinal-specific ATP-binding cassette transporter (ATP-binding cassette sub-family A member 4) (RIM ABC transporter) (RIM protein) (RmP) (Stargardt disease protein)	ABCA4 ABCR	ABCA4	24;	ENST00000370225;	2273	255,944	reviewed
Q4W5N1	Putative ATP-binding cassette sub-family A member 11	ABCA11P ABCA11	ABCA11P			156	17,479	reviewed
Q86UK0	ATP-binding cassette sub-family A member 12 (ATP-binding cassette transporter 12) (ATP-binding cassette 12)	ABCA12 ABC12	ABCA12	26154;	ENST00000272895;ENST00000389661;	2595	293,237	reviewed
Q9NSE7	Putative ATP-binding cassette sub-family C member 13	ABCC13 C21orf73 PRED6	ABCC13			274	30,831	reviewed
P45844	ATP-binding cassette sub-family G member 1 (ATP-binding cassette transporter 8) (White protein homolog)	ABCG1 ABC8 WHT1	ABCG1	9619;	ENST00000343687;ENST00000347800;ENST00000361802;ENST00000398449;ENST00000398457;	678	75,592	reviewed
Q0P651	Protein ABHD18 (Alpha/beta hydrolase domain-containing protein 18) (Abhydrolase domain-containing protein 18)	ABHD18 C4orf29	ABHD18		ENST00000398965;ENST00000444616;ENST00000611882;	414	46,954	reviewed
Q9Y235	C->U-editing enzyme APOBEC-2 (EC 3.5.4.36) (mRNA(cytosine(6666)) deaminase 2)	APOBEC2	APOBEC2	10930;	ENST00000244669;	224	25,703	reviewed
Q8WW27	Putative C->U-editing enzyme APOBEC-4 (EC 3.5.4.-) (Apolipoprotein B mRNA-editing enzyme catalytic polypeptide-like 4)	APOBEC4 C1orf169	APOBEC4	403314;	ENST00000308641;	367	41,581	reviewed
Q96I13	Protein ABHD8 (EC 3.-.-.-) (Alpha/beta hydrolase domain-containing protein 8) (Abhydrolase domain-containing protein 8)	ABHD8	ABHD8	79575;	ENST00000247706;	439	47,331	reviewed
Q8NFV4	Protein ABHD11 (EC 3.-.-.-) (Alpha/beta hydrolase domain-containing protein 11) (Abhydrolase domain-containing protein 11) (Williams-Beuren syndrome chromosomal region 21 protein)	ABHD11 WBSCR21 PP1226	ABHD11	83451;	ENST00000222800;ENST00000357419;ENST00000395147;ENST00000437775;	315	34,690	reviewed
Q9P2A4	ABI gene family member 3 (New molecule including SH3) (Nesh)	ABI3 NESH	ABI3	51225;	ENST00000225941;ENST00000419580;	366	39,035	reviewed
Q969K4	Ankyrin repeat and BTB/POZ domain-containing protein 1 (Elongation factor 1A-binding protein)	ABTB1 BPOZ PP2259	ABTB1	80325;	ENST00000232744;ENST00000453791;ENST00000468137;	478	53,979	reviewed
Q15027	Arf-GAP with coiled-coil, ANK repeat and PH domain-containing protein 1 (Centaurin-beta-1) (Cnt-b1)	ACAP1 CENTB1 KIAA0050	ACAP1	9744;	ENST00000158762;	740	81,536	reviewed
Q15057	Arf-GAP with coiled-coil, ANK repeat and PH domain-containing protein 2 (Centaurin-beta-2) (Cnt-b2)	ACAP2 CENTB2 KIAA0041	ACAP2	23527;	ENST00000326793;	778	88,029	reviewed
Q8N6N7	Acyl-CoA-binding domain-containing protein 7	ACBD7	ACBD7	414149;	ENST00000356189;	88	9,790	reviewed
P45954	Short/branched chain specific acyl-CoA dehydrogenase, mitochondrial (SBCAD) (EC 1.3.8.5) (2-methyl branched chain acyl-CoA dehydrogenase) (2-MEBCAD) (2-methylbutyryl-coenzyme A dehydrogenase) (2-methylbutyryl-CoA dehydrogenase)	ACADSB	ACADSB	36;	ENST00000358776;ENST00000368869;	432	47,485	reviewed
Q5QJU3	Alkaline ceramidase 2 (AlkCDase 2) (Alkaline CDase 2) (haCER2) (EC 3.5.1.23) (Acylsphingosine deacylase 3-like) (N-acylsphingosine amidohydrolase 3-like)	ACER2 ASAH3L PP11646	ACER2	340485;	ENST00000340967;	275	31,309	reviewed
P12821	Angiotensin-converting enzyme (ACE) (EC 3.2.1.-) (EC 3.4.15.1) (Dipeptidyl carboxypeptidase I) (Kininase II) (CD antigen CD143) [Cleaved into: Angiotensin-converting enzyme, soluble form]	ACE DCP DCP1	ACE	1636;	ENST00000290863;ENST00000290866;ENST00000413513;	1306	149,715	reviewed
Q9NPB9	Atypical chemokine receptor 4 (C-C chemokine receptor type 11) (C-C CKR-11) (CC-CKR-11) (CCR-11) (CC chemokine receptor-like 1) (CCRL1) (CCX CKR)	ACKR4 CCBP2 CCR11 CCRL1 VSHK1	ACKR4	51554;	ENST00000249887;	350	39,914	reviewed
Q9Y614	Actin-like protein 7B (Actin-like-7-beta)	ACTL7B	ACTL7B	10880;	ENST00000374667;	415	45,234	reviewed
P62258	14-3-3 protein epsilon (14-3-3E)	YWHAE	YWHAE	7531;	ENST00000264335;ENST00000571732;ENST00000616643;ENST00000627231;	255	29,174	reviewed
Q04917	14-3-3 protein eta (Protein AS1)	YWHAH YWHA1	YWHAH	7533;	ENST00000248975;	246	28,219	reviewed
P61981	14-3-3 protein gamma (Protein kinase C inhibitor protein 1) (KCIP-1) [Cleaved into: 14-3-3 protein gamma, N-terminally processed]	YWHAG	YWHAG	7532;	ENST00000307630;	247	28,303	reviewed
Q9TQE0	HLA class II histocompatibility antigen, DRB1-9 beta chain (MHC class II antigen DRB1*9) (DR-9) (DR9)	HLA-DRB1	HLA-DRB1		ENST00000437784;ENST00000444645;	266	29,826	reviewed
P31937	3-hydroxyisobutyrate dehydrogenase, mitochondrial (HIBADH) (EC 1.1.1.31)	HIBADH	HIBADH	11112;	ENST00000265395;	336	35,329	reviewed
P30939	5-hydroxytryptamine receptor 1F (5-HT-1F) (5-HT1F) (Serotonin receptor 1F)	HTR1F HTR1EL	HTR1F	3355;	ENST00000319595;	366	41,709	reviewed
P28223	5-hydroxytryptamine receptor 2A (5-HT-2) (5-HT-2A) (Serotonin receptor 2A)	HTR2A HTR2	HTR2A	3356;	ENST00000378688;ENST00000542664;ENST00000543956;	471	52,603	reviewed
Q9BXI3	Cytosolic 5'-nucleotidase 1A (cN1A) (EC 3.1.3.5) (Cytosolic 5'-nucleotidase IA) (cN-I) (cN-IA)	NT5C1A	NT5C1A	84618;	ENST00000235628;	368	41,021	reviewed
P05408	Neuroendocrine protein 7B2 (Pituitary polypeptide) (Secretogranin V) (Secretogranin-5) (Secretory granule endocrine protein I) [Cleaved into: N-terminal peptide; C-terminal peptide]	SCG5 SGNE1	SCG5	6447;	ENST00000300175;ENST00000413748;ENST00000614359;ENST00000632219;ENST00000632674;	212	23,730	reviewed
Q6PD74	Alpha- and gamma-adaptin-binding protein p34	AAGAB	AAGAB	79719;	ENST00000261880;ENST00000542650;ENST00000561452;	315	34,594	reviewed
Q2M2I8	AP2-associated protein kinase 1 (EC 2.7.11.1) (Adaptor-associated kinase 1)	AAK1 KIAA1048	AAK1	22848;	ENST00000406297;ENST00000409085;	961	103,885	reviewed
Q9Y478	5'-AMP-activated protein kinase subunit beta-1 (AMPK subunit beta-1) (AMPKb)	PRKAB1 AMPK	PRKAB1	5564;	ENST00000229328;ENST00000541640;	270	30,382	reviewed
P54619	5'-AMP-activated protein kinase subunit gamma-1 (AMPK gamma1) (AMPK subunit gamma-1) (AMPKg)	PRKAG1	PRKAG1	5571;	ENST00000316299;ENST00000548065;ENST00000552212;	331	37,579	reviewed
Q9UGI9	5'-AMP-activated protein kinase subunit gamma-3 (AMPK gamma3) (AMPK subunit gamma-3)	PRKAG3 AMPKG3	PRKAG3	53632;	ENST00000233944;ENST00000439262;ENST00000529249;	489	54,258	reviewed
Q96AK3	DNA dC->dU-editing enzyme APOBEC-3D (A3D) (EC 3.5.4.-)	APOBEC3D	APOBEC3D		ENST00000216099;ENST00000381568;	386	46,598	reviewed
Q99758	ATP-binding cassette sub-family A member 3 (ABC-C transporter) (ATP-binding cassette transporter 3) (ATP-binding cassette 3)	ABCA3 ABC3	ABCA3	21;	ENST00000301732;ENST00000567910;	1704	191,362	reviewed
O75027	ATP-binding cassette sub-family B member 7, mitochondrial (ATP-binding cassette transporter 7) (ABC transporter 7 protein)	ABCB7 ABC7	ABCB7	22;	ENST00000253577;ENST00000339447;ENST00000373394;	752	82,641	reviewed
Q09428	ATP-binding cassette sub-family C member 8 (Sulfonylurea receptor 1)	ABCC8 HRINS SUR SUR1	ABCC8	6833;	ENST00000302539;ENST00000389817;ENST00000612903;	1581	176,992	reviewed
P08910	Monoacylglycerol lipase ABHD2 (EC 3.1.1.23) (2-arachidonoylglycerol hydrolase) (Abhydrolase domain-containing protein 2) (Lung alpha/beta hydrolase 2) (Protein PHPS1-2)	ABHD2 LABH2	ABHD2	11057;	ENST00000352732;ENST00000355100;ENST00000565973;	425	48,315	reviewed
Q8WTS1	1-acylglycerol-3-phosphate O-acyltransferase ABHD5 (EC 2.3.1.51) (Abhydrolase domain-containing protein 5) (Lipid droplet-binding protein CGI-58)	ABHD5 NCIE2 CGI-58	ABHD5	51099;	ENST00000458276;	349	39,096	reviewed
Q9BUJ0	Protein ABHD14A (EC 3.-.-.-) (Alpha/beta hydrolase domain-containing protein 14A) (Abhydrolase domain-containing protein 14A)	ABHD14A UNQ1913/PRO4373	ABHD14A	25864;	ENST00000273596;	271	29,765	reviewed
Q96IU4	Protein ABHD14B (EC 3.-.-.-) (Alpha/beta hydrolase domain-containing protein 14B) (Abhydrolase domain-containing protein 14B) (CCG1-interacting factor B)	ABHD14B CIB	ABHD14B	84836;	ENST00000361143;ENST00000395008;ENST00000483233;ENST00000525795;	210	22,346	reviewed
P42684	Abelson tyrosine-protein kinase 2 (EC 2.7.10.2) (Abelson murine leukemia viral oncogene homolog 2) (Abelson-related gene protein) (Tyrosine-protein kinase ARG)	ABL2 ABLL ARG	ABL2	27;	ENST00000344730;ENST00000367623;ENST00000392043;ENST00000502732;ENST00000504405;ENST00000507173;ENST00000511413;ENST00000512653;	1182	128,343	reviewed
Q9ULW3	Activator of basal transcription 1 (hABT1) (Basal transcriptional activator)	ABT1	ABT1	29777;	ENST00000274849;	272	31,079	reviewed
Q9BYF1	Angiotensin-converting enzyme 2 (EC 3.4.17.23) (ACE-related carboxypeptidase) (Angiotensin-converting enzyme homolog) (ACEH) (Metalloprotease MPROT15) [Cleaved into: Processed angiotensin-converting enzyme 2]	ACE2 UNQ868/PRO1885	ACE2	59272;	ENST00000252519;ENST00000427411;	805	92,463	reviewed
P32297	Neuronal acetylcholine receptor subunit alpha-3	CHRNA3 NACHRA3	CHRNA3	1136;	ENST00000326828;ENST00000348639;ENST00000559658;	505	57,480	reviewed
Q05901	Neuronal acetylcholine receptor subunit beta-3	CHRNB3	CHRNB3	1142;	ENST00000289957;	458	52,729	reviewed
P30926	Neuronal acetylcholine receptor subunit beta-4	CHRNB4	CHRNB4	1143;	ENST00000261751;ENST00000412074;	498	56,380	reviewed
Q9UKV3	Apoptotic chromatin condensation inducer in the nucleus (Acinus)	ACIN1 ACINUS KIAA0670	ACIN1	22985;	ENST00000262710;ENST00000338631;ENST00000357481;ENST00000397341;ENST00000555053;	1341	151,862	reviewed
Q07912	Activated CDC42 kinase 1 (ACK-1) (EC 2.7.10.2) (EC 2.7.11.1) (Tyrosine kinase non-receptor protein 2)	TNK2 ACK1	TNK2	10188;	ENST00000333602;ENST00000381916;ENST00000439230;	1038	114,569	reviewed
Q16570	Atypical chemokine receptor 1 (Duffy antigen/chemokine receptor) (Fy glycoprotein) (GpFy) (Glycoprotein D) (Plasmodium vivax receptor) (CD antigen CD234)	ACKR1 DARC FY GPD	ACKR1	2532;	ENST00000368121;ENST00000368122;ENST00000537147;	336	35,553	reviewed
P20309	Muscarinic acetylcholine receptor M3	CHRM3	CHRM3	1131;	ENST00000255380;ENST00000615928;	590	66,128	reviewed
Q8WXI4	Acyl-coenzyme A thioesterase 11 (Acyl-CoA thioesterase 11) (EC 3.1.2.-) (Acyl-CoA thioester hydrolase 11) (Adipose-associated thioesterase) (Brown fat-inducible thioesterase) (BFIT)	ACOT11 BFIT KIAA0707 THEA	ACOT11	26027;	ENST00000343744;ENST00000371316;	607	68,492	reviewed
Q8N1Q8	Acyl-coenzyme A thioesterase THEM5 (Acyl-CoA thioesterase THEM5) (EC 3.1.2.2) (Acyl-coenzyme A thioesterase 15) (Thioesterase superfamily member 5)	THEM5 ACOT15	THEM5	284486;	ENST00000368817;	247	27,677	reviewed
Q99798	Aconitate hydratase, mitochondrial (Aconitase) (EC 4.2.1.3) (Citrate hydro-lyase)	ACO2	ACO2	50;	ENST00000216254;	780	85,425	reviewed
Q3I5F7	Putative acyl-coenzyme A thioesterase 6 (Putative acyl-CoA thioesterase 6) (EC 3.1.2.-)	ACOT6 C14orf42	ACOT6	641372;	ENST00000381139;	207	22,991	reviewed
P63104	14-3-3 protein zeta/delta (Protein kinase C inhibitor protein 1) (KCIP-1)	YWHAZ	YWHAZ	7534;	ENST00000353245;ENST00000395951;ENST00000395953;ENST00000395956;ENST00000395957;ENST00000395958;ENST00000419477;ENST00000457309;ENST00000522542;	245	27,745	reviewed
P05534	HLA class I histocompatibility antigen, A-24 alpha chain (Aw-24) (HLA class I histocompatibility antigen, A-9 alpha chain) (MHC class I antigen A*24)	HLA-A HLAA	HLA-A		ENST00000431930;ENST00000443552;	365	40,689	reviewed
P30512	HLA class I histocompatibility antigen, A-29 alpha chain (Aw-19) (MHC class I antigen A*29)	HLA-A HLAA	HLA-A		ENST00000456012;	365	40,863	reviewed
P16189	HLA class I histocompatibility antigen, A-31 alpha chain (MHC class I antigen A*31)	HLA-A HLAA	HLA-A		ENST00000456012;	365	41,004	reviewed
P30453	HLA class I histocompatibility antigen, A-34 alpha chain (Aw-34) (HLA class I histocompatibility antigen, A-10 alpha chain) (MHC class I antigen A*34)	HLA-A HLAA	HLA-A		ENST00000383605;	365	41,055	reviewed
P30459	HLA class I histocompatibility antigen, A-74 alpha chain (Aw-19) (Aw-74) (MHC class I antigen A*74)	HLA-A HLAA	HLA-A		ENST00000454091;	365	40,891	reviewed
P30462	HLA class I histocompatibility antigen, B-14 alpha chain (MHC class I antigen B*14)	HLA-B HLAB	HLA-B		ENST00000425848;	362	40,358	reviewed
P30466	HLA class I histocompatibility antigen, B-18 alpha chain (MHC class I antigen B*18)	HLA-B HLAB	HLA-B		ENST00000359635;	362	40,275	reviewed
P03989	HLA class I histocompatibility antigen, B-27 alpha chain (MHC class I antigen B*27)	HLA-B HLAB	HLA-B		ENST00000435618;	362	40,428	reviewed
P18463	HLA class I histocompatibility antigen, B-37 alpha chain (MHC class I antigen B*37)	HLA-B HLAB	HLA-B		ENST00000359635;	362	40,456	reviewed
P30475	HLA class I histocompatibility antigen, B-39 alpha chain (MHC class I antigen B*39)	HLA-B HLAB	HLA-B		ENST00000425848;	362	40,328	reviewed
P30479	HLA class I histocompatibility antigen, B-41 alpha chain (Bw-41) (MHC class I antigen B*41)	HLA-B HLAB	HLA-B		ENST00000425848;	362	40,539	reviewed
P30481	HLA class I histocompatibility antigen, B-44 alpha chain (Bw-44) (MHC class I antigen B*44)	HLA-B HLAB	HLA-B		ENST00000421349;	362	40,481	reviewed
P30486	HLA class I histocompatibility antigen, B-48 alpha chain (Bw-48) (MHC class I antigen B*48)	HLA-B HLAB	HLA-B		ENST00000412585;	362	40,362	reviewed
P30488	HLA class I histocompatibility antigen, B-50 alpha chain (Bw-50) (HLA class I histocompatibility antigen, B-21 alpha chain) (MHC class I antigen B*50)	HLA-B HLAB	HLA-B		ENST00000450871;	362	40,541	reviewed
P30491	HLA class I histocompatibility antigen, B-53 alpha chain (Bw-53) (MHC class I antigen B*53)	HLA-B HLAB	HLA-B		ENST00000359635;	362	40,495	reviewed
P30495	HLA class I histocompatibility antigen, B-56 alpha chain (Bw-22) (Bw-56) (MHC class I antigen B*56)	HLA-B HLAB	HLA-B		ENST00000359635;	362	40,478	reviewed
P30501	HLA class I histocompatibility antigen, Cw-2 alpha chain (MHC class I antigen Cw*2)	HLA-C HLAC	HLA-C		ENST00000420206;	366	41,095	reviewed
P04222	HLA class I histocompatibility antigen, Cw-3 alpha chain (MHC class I antigen Cw*3)	HLA-C HLAC	HLA-C		ENST00000457903;	366	40,861	reviewed
Q07000	HLA class I histocompatibility antigen, Cw-15 alpha chain (MHC class I antigen Cw*15)	HLA-C HLAC	HLA-C		ENST00000400341;ENST00000400394;	366	40,863	reviewed
Q15172	Serine/threonine-protein phosphatase 2A 56 kDa regulatory subunit alpha isoform (PP2A B subunit isoform B'-alpha) (PP2A B subunit isoform B56-alpha) (PP2A B subunit isoform PR61-alpha) (PR61alpha) (PP2A B subunit isoform R5-alpha)	PPP2R5A	PPP2R5A	5525;	ENST00000261461;ENST00000537030;	486	56,194	reviewed
Q13362	Serine/threonine-protein phosphatase 2A 56 kDa regulatory subunit gamma isoform (PP2A B subunit isoform B'-gamma) (PP2A B subunit isoform B56-gamma) (PP2A B subunit isoform PR61-gamma) (PP2A B subunit isoform R5-gamma) (Renal carcinoma antigen NY-REN-29)	PPP2R5C KIAA0044	PPP2R5C	5527;	ENST00000328724;ENST00000334743;ENST00000350249;ENST00000422945;ENST00000445439;	524	61,061	reviewed
Q30134	HLA class II histocompatibility antigen, DRB1-8 beta chain (MHC class II antigen DRB1*8) (DR-8) (DR8) (DRw8)	HLA-DRB1	HLA-DRB1		ENST00000328980;ENST00000399450;	266	30,004	reviewed
P46952	3-hydroxyanthranilate 3,4-dioxygenase (EC 1.13.11.6) (3-hydroxyanthranilate oxygenase) (3-HAO) (3-hydroxyanthranilic acid dioxygenase) (HAD)	HAAO	HAAO	23498;	ENST00000294973;	286	32,556	reviewed
Q8WXA8	5-hydroxytryptamine receptor 3C (5-HT3-C) (5-HT3C) (Serotonin receptor 3C)	HTR3C	HTR3C	170572;	ENST00000318351;	447	50,220	reviewed
A5X5Y0	5-hydroxytryptamine receptor 3E (5-HT3-E) (5-HT3E) (Serotonin receptor 3E)	HTR3E	HTR3E	285242;	ENST00000335304;ENST00000415389;ENST00000425359;ENST00000436361;ENST00000440596;	456	51,438	reviewed
P04217	Alpha-1B-glycoprotein (Alpha-1-B glycoprotein)	A1BG	A1BG	1;	ENST00000263100;	495	54,254	reviewed
Q9NQ94	APOBEC1 complementation factor (APOBEC1-stimulating protein)	A1CF ACF ASP	A1CF	29974;	ENST00000282641;ENST00000373993;ENST00000373995;ENST00000373997;ENST00000374001;ENST00000395495;	594	65,202	reviewed
Q5SQ80	Ankyrin repeat domain-containing protein 20A2	ANKRD20A2	ANKRD20A2	441430;	ENST00000377601;	823	94,087	reviewed
Q4UJ75	Ankyrin repeat domain-containing protein 20A4	ANKRD20A4	ANKRD20A4	728747;	ENST00000357336;	823	94,149	reviewed
Q5T5F5	Uncharacterized protein ADAMTSL4-AS1 (ADAMTSL4 antisense RNA 1) (ADAMTSL4 antisense gene protein 1)	ADAMTSL4-AS1 C1orf138	ADAMTSL4-AS1			129	14,090	reviewed
P22760	Arylacetamide deacetylase (EC 3.1.1.3)	AADAC DAC	AADAC	13;	ENST00000232892;	399	45,734	reviewed
Q15758	Neutral amino acid transporter B(0) (ATB(0)) (Baboon M7 virus receptor) (RD114/simian type D retrovirus receptor) (Sodium-dependent neutral amino acid transporter type 2) (Solute carrier family 1 member 5)	SLC1A5 ASCT2 M7V1 RDR RDRC	SLC1A5	6510;	ENST00000412532;ENST00000434726;ENST00000542575;	541	56,598	reviewed
Q86V21	Acetoacetyl-CoA synthetase (EC 6.2.1.16) (Acyl-CoA synthetase family member 1) (Protein sur-5 homolog)	AACS ACSF1	AACS	65985;	ENST00000316519;	672	75,144	reviewed
P54646	5'-AMP-activated protein kinase catalytic subunit alpha-2 (AMPK subunit alpha-2) (EC 2.7.11.1) (Acetyl-CoA carboxylase kinase) (ACACA kinase) (EC 2.7.11.27) (Hydroxymethylglutaryl-CoA reductase kinase) (HMGCR kinase) (EC 2.7.11.31)	PRKAA2 AMPK AMPK2	PRKAA2	5563;	ENST00000371244;	552	62,320	reviewed
Q5VST6	Protein ABHD17B (EC 3.-.-.-) (Alpha/beta hydrolase domain-containing protein 17B) (Abhydrolase domain-containing protein 17B)	ABHD17B C9orf77 FAM108B1 CGI-67	ABHD17B	51104;	ENST00000333421;ENST00000377041;	288	32,215	reviewed
Q7Z5R6	Amyloid beta A4 precursor protein-binding family B member 1-interacting protein (APBB1-interacting protein 1) (Proline-rich EVH1 ligand 1) (PREL-1) (Proline-rich protein 73) (Rap1-GTP-interacting adapter molecule) (RIAM) (Retinoic acid-responsive proline-rich protein 1) (RARP-1)	APBB1IP PREL1 RARP1 RIAM	APBB1IP	54518;	ENST00000356785;ENST00000376236;	666	73,183	reviewed
Q9UH17	DNA dC->dU-editing enzyme APOBEC-3B (A3B) (EC 3.5.4.-) (Phorbolin-1-related protein) (Phorbolin-2/3)	APOBEC3B	APOBEC3B	9582;	ENST00000333467;ENST00000335760;ENST00000407298;	382	45,924	reviewed
Q8IUX4	DNA dC->dU-editing enzyme APOBEC-3F (EC 3.5.4.-) (Apolipoprotein B mRNA-editing enzyme catalytic polypeptide-like 3F) (A3F)	APOBEC3F	APOBEC3F	200316;	ENST00000308521;ENST00000381565;	373	45,020	reviewed
Q9HC16	DNA dC->dU-editing enzyme APOBEC-3G (EC 3.5.4.-) (APOBEC-related cytidine deaminase) (APOBEC-related protein) (ARCD) (APOBEC-related protein 9) (ARP-9) (CEM-15) (CEM15) (Deoxycytidine deaminase) (A3G)	APOBEC3G MDS019	APOBEC3G	60489;	ENST00000407997;ENST00000452957;	384	46,408	reviewed
O95477	ATP-binding cassette sub-family A member 1 (ATP-binding cassette transporter 1) (ABC-1) (ATP-binding cassette 1) (Cholesterol efflux regulatory protein)	ABCA1 ABC1 CERP	ABCA1	19;	ENST00000374736;	2261	254,302	reviewed
